"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"rand_ratio";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"country";"age_group";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"n_sessions_arm1";"mean_age";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";".id"
"33";"Ayen, 2004";"sup";"wl";"supportive therapy";"wlc b";1,71327192596694;0,449084955687667;"msd";"bdi-1";"self-report";14,6;4,5;20;22,1;3,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,7;3,9;20;21,9;4,3;10;20;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_bdi-1_post_0_self-report_sup_wl_supportivetherapy_wlcb"
"34";"Ayen, 2004";"sup";"wl";"supportive therapy";"wlc a";1,76881207144872;0,452859925251874;"msd";"bdi-1";"self-report";14,6;4,5;20;22,5;4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,7;3,9;20;22,2;4,2;10;20;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_bdi-1_post_0_self-report_sup_wl_supportivetherapy_wlca"
"35";"Ayen, 2004";"sup";"wl";"supportive therapy";"wlc a";2,17022900836379;0,482617669608554;"msd";"ids";"clinician";21;4,9;20;32,3;5,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,7;4,3;20;34;5,5;10;20;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"1";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_ids_post_0_clinician_sup_wl_supportivetherapy_wlca"
"36";"Ayen, 2004";"sup";"wl";"supportive therapy";"wlc b";2,29273050266666;0,492488633555042;"msd";"ids";"clinician";21;4,9;20;32,7;5,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,7;4,3;20;35,3;4,8;10;20;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"1";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_ids_post_0_clinician_sup_wl_supportivetherapy_wlcb"
"37";"Ayen, 2004";"cbt";"wl";"cbt";"wlc a";3,36;0,694676728828422;"msd";"bdi-1";"self-report";8,5;4;11;22,5;4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,8;4,6;11;22,2;4,2;10;11;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_bdi-1_post_0_self-report_cbt_wl_cbt_wlca"
"38";"Ayen, 2004";"cbt";"wl";"cbt";"wlc b";3,38168109704688;0,69738940426107;"msd";"bdi-1";"self-report";8,5;4;11;22,1;3,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,8;4,6;11;21,9;4,3;10;11;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_bdi-1_post_0_self-report_cbt_wl_cbt_wlcb"
"39";"Ayen, 2004";"cbt";"wl";"cbt";"wlc a";4,00773893133375;0,778376456518759;"msd";"ids";"clinician";12,8;3,9;11;32,3;5,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,5;5,7;11;34;5,5;10;11;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"1";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_ids_post_0_clinician_cbt_wl_cbt_wlca"
"40";"Ayen, 2004";"cbt";"wl";"cbt";"wlc b";4,23741108088131;0,809192894239651;"msd";"ids";"clinician";12,8;3,9;11;32,7;5,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,5;5,7;11;35,3;4,8;10;11;10;0;0;1;2004;0;"post";"n";"grp";"grp";"eu";"adul";1;"com";"mood";"oth";0;0;"1";0;1;12;51,3;NA;NA;NA;NA;NA;NA;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9.";"Ayen_2004_msd_ids_post_0_clinician_cbt_wl_cbt_wlcb"
"41";"Baker, 2010";"cbt";"other ctr";"cbt (dep)";"other ctr";-0,0846540509280823;0,240003161420943;"msd";"bdi-2";"self-report";23,28;13,24;71;22,16;12,74;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32,04;9,68;71;29,81;8,14;70;71;70;8;9;1;2010;18;"post";"y";"ind";"ind";"au";"adul";0,4;"clin";"cut";"adul";1;1;"sr";1;4;6;46;NA;NA;NA;NA;NA;NA;"Baker AL, Kavanagh DJ, Kay-Lambkin FJ, Hunt SA, Lewin TJ, Carr VJ, et al. Randomized controlled trial of cognitive-behavioural therapy for coexisting depression and alcohol problems: short-term outcome. Addiction (Abingdon, England). 2010;105(1):87-99.";"Baker_2010_msd_bdi-2_post_NA_self-report_cbt_otherctr_cbt(dep)_otherctr"
"42";"Baker, 2010";"cbt";"other ctr";"cbt (dep + sub)";"other ctr";0,195214455008255;0,238765802324156;"msd";"bdi-2";"self-report";19,67;12,63;75;22,16;12,74;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,16;8,58;75;29,81;8,14;70;75;70;12;9;1;2010;18;"post";"y";"ind";"ind";"au";"adul";0,4;"clin";"cut";"adul";1;1;"sr";1;4;6;46;NA;NA;NA;NA;NA;NA;"Baker AL, Kavanagh DJ, Kay-Lambkin FJ, Hunt SA, Lewin TJ, Carr VJ, et al. Randomized controlled trial of cognitive-behavioural therapy for coexisting depression and alcohol problems: short-term outcome. Addiction (Abingdon, England). 2010;105(1):87-99.";"Baker_2010_msd_bdi-2_post_NA_self-report_cbt_otherctr_cbt(dep+sub)_otherctr"
"43";"Barber, 2012";"dyn";"other ctr";NA;NA;0,0989335546931013;0,25150795223941;"response (50% or cut-off)";"hdrs-17";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Response (HRSD ≤ 9 or 50% HRSD score reduction and HRSD score ≤ 12)";14;12;51;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;50;12;20;1;2012;16;"post";"n";"ind";"ind";"us";"adul";0,59;"com";"mdd";"adul";1;0;"1";1;3;20;37,5;0,134348052531079;0,339343574603454;14;12;51;50;"Barber JP, Barrett MS, Gallop R, Rynn MA, Rickels K. Short-term dynamic psychotherapy versus pharmacotherapy for major depressive disorder: A randomized, placebo-controlled trial. Journal of Clinical Psychiatry. 2012;73(1):66-73.";"Barber_2012_response(50%orcut-off)_hdrs_post_0_clinician_dyn_otherctr_NA_NA"
"44";"Barnhofer, 2009";"3rd";"wl";NA;NA;0,915046805453178;0,378688327599964;"msd";"bdi-2";"self-report";17,62;10,94;16;28,86;12,97;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,36;9,66;16;31,32;10,79;15;16;15;2;1;1;2009;0;"post";"n";"grp";"grp";"uk";"adul";0,68;"com";"chr";"adul";1;1;"sr";1;4;6;41,93;NA;NA;NA;NA;NA;NA;"Barnhofer T, Crane C, Hargus E, Amarasinghe M, Winder R, Williams JM. Mindfulness-based cognitive therapy as a treatment for chronic depression: A preliminary study. Behaviour Research and Therapy. 2009;47(5):366-73.";"Barnhofer_2009_msd_bdi-2_post_0_self-report_3rd_cau_NA_NA"
"45";"Barrett, 2001";"pst";"other ctr";NA;NA;0,270056935486176;0,260130882861446;"remission (cut-off - dysthymia)";"hdrs-17";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Remission dysthymia (6 or lower on HDRS (only individuals who attended 4 or more treatment sessions))";21;16;37;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;81;16;14;1;2001;0;"post";"n";"ind";"ind";"us";"adul";0,64;"clin";"mood";"adul";1;1;"1";1;4;6;44,1;0,244534741295527;0,235189801679926;21;16;37;36;"Barrett JE, Williams Jr JW, Oxman TE, Frank E, Katon W, Sullivan M, et al. Treatment of dysthymia and minor depression in primary care: A ramdomized trial in patients aged 18 to 59 years. Journal of Family Practice. 2001;50(5):405-12.";"Barrett_2001_remission(cut-off-dysthymia)_hdrs_post_0_clinician_pst_otherctr_NA_NA"
"46";"Basirat, 2022";"cbt";"cau";NA;NA;0,970836672687121;0,339446531255251;"msd";"bdi-2";"self-report";13,4;12,2;19;24,2;9,5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,1;9,89;20;24,4;8,1;20;20;20;1;0;1;2022;10;"post";"n";"grp";"grp";"oth";"adul";1;"oth";"mdd";"oth";1;1;"sr";1;4;10;31,7;NA;NA;NA;NA;NA;NA;"Basirat, Z., Kheirkhah, F., Faramarzi, M., Esmaelzadeh, S., Khafri, S., & Tajali, Z. (2022). Pharmacotherapy or Psychotherapy? Selective Treatment Depression in The Infertile Women with Recurrent Pregnancy Loss: A Triple-Arm Randomized Controlled Trial. International Journal of Fertility and Sterility, 16(3), 211-219. doi:10.22074/ijfs.2021.529258.1124";"Basirat_2022_msd_bdi-2_post_10_self-report_cbt_cau_NA_NA"
"47";"Baumeister, 2021";"cbt";"cau";NA;NA;0,213812285331136;0,138742061549508;"msd";"hdrs-17";"clinician";9,67;6,41;104;11,14;7,26;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,4;5,45;104;14,61;5,32;105;104;105;11;15;1;2021;9;"post";"n";"gsh";"gsh";"eu";"adul";0,6;"oth";"mdd";"med";1;1;"1";1;4;6;49,9;NA;NA;NA;NA;NA;NA;"Baumeister, H., Paganini, S., Sander, L. B., Lin, J., Schlicker, S., Terhorst, Y., Moshagen, M., Bengel, J., Lehr, D., & Ebert, D. D. (2021). Effectiveness of a Guided Internet- and Mobile-Based Intervention for Patients with Chronic Back Pain and Depression (WARD-BP): A Multicenter, Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 255-268. https://doi.org/10.1159/000511881 
";"Baumeister_2021_msd_hdrs-17_post_0_clinician_cbt_cau_NA_NA"
"48";"Baumeister, 2021";"cbt";"cau";NA;NA;0,279126137510261;0,139021382297283;"msd";"qids";"clinician";7,29;4,27;104;8,56;4,78;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,12;3,79;104;12,24;3,8;105;104;105;11;15;1;2021;9;"post";"n";"gsh";"gsh";"eu";"adul";0,6;"oth";"mdd";"med";1;1;"1";1;4;6;49,9;NA;NA;NA;NA;NA;NA;"Baumeister, H., Paganini, S., Sander, L. B., Lin, J., Schlicker, S., Terhorst, Y., Moshagen, M., Bengel, J., Lehr, D., & Ebert, D. D. (2021). Effectiveness of a Guided Internet- and Mobile-Based Intervention for Patients with Chronic Back Pain and Depression (WARD-BP): A Multicenter, Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 255-268. https://doi.org/10.1159/000511881 
";"Baumeister_2021_msd_qids_post_0_clinician_cbt_cau_NA_NA"
"49";"Baumeister, 2021";"cbt";"cau";NA;NA;0,445813726797858;0,140064773733302;"msd";"phq-9";"self-report";8,92;4,71;104;11,29;5,82;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,69;4,18;104;13;4,33;105;104;105;22;22;1;2021;9;"post";"n";"gsh";"gsh";"eu";"adul";0,6;"oth";"mdd";"med";1;1;"1";1;4;6;49,9;NA;NA;NA;NA;NA;NA;"Baumeister, H., Paganini, S., Sander, L. B., Lin, J., Schlicker, S., Terhorst, Y., Moshagen, M., Bengel, J., Lehr, D., & Ebert, D. D. (2021). Effectiveness of a Guided Internet- and Mobile-Based Intervention for Patients with Chronic Back Pain and Depression (WARD-BP): A Multicenter, Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 255-268. https://doi.org/10.1159/000511881 
";"Baumeister_2021_msd_phq-9_post_0_self-report_cbt_cau_NA_NA"
"50";"Baumgartner, 2021";"cbt";"wl";"cbt (alcohol only)";"wl";0,280234965057659;0,0929041481034249;"msd";"ces-d";"self-report";16,12;9,22;234;18,88;10,41;234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,9;7,6;234;22;6,9;234;234;234;127;118;1;2021;13;"post";"y";"gsh";"gsh";"eu";"adul";0,48;"com";"cut";"adul";1;1;"1";1;4;4;42,8;NA;NA;NA;NA;NA;NA;"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., . . . Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. doi:10.1016/j.drugalcdep.2021.108806";"Baumgartner_2021_msd_ces-d_post_0_self-report_cbt_wl_cbt(alcoholonly)_wl"
"51";"Baumgartner, 2021";"cbt";"wl";"cbt (alcohol use & depression)";"wl";0,317575968024231;0,0943906158900792;"msd";"ces-d";"self-report";15,9;8,12;221;18,88;10,41;234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,2;7,8;221;22;6,9;234;221;234;117;118;1;2021;13;"post";"y";"gsh";"gsh";"eu";"adul";0,48;"com";"cut";"adul";1;1;"1";1;4;4;42,8;NA;NA;NA;NA;NA;NA;"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., . . . Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. doi:10.1016/j.drugalcdep.2021.108806";"Baumgartner_2021_msd_ces-d_post_0_self-report_cbt_wl_cbt(alcoholuse&depression)_wl"
"52";"Beach, 1992";"cbt";"wl";"cbt (cbt)";"wl";1,00327982302452;0,388657253801308;"msd";"bdi-1";"self-report";10,87;7,7;15;20,47;10,68;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,27;6,98;15;28,33;5,55;15;15;15;NA;NA;1;1992;0;"post";"n";"ind";"ind";"us";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;18;39,14;NA;NA;NA;NA;NA;NA;"Beach SR, O'Leary KD. Treating depression in the context of marital discord: Outcome and predictors of response of marital therapy versus cognitive therapy. Behavior Therapy. 1992;23(4):507-28.";"Beach_1992_msd_bdi-1_post_0_self-report_cbt_wl_cbt(cbt)_wl"
"53";"Beach, 1992";"cbt";"wl";"cbt (bmt)";"wl";1,3437896689328;0,40635543983313;"msd";"bdi-1";"self-report";8,4;6,22;15;20,47;10,68;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,93;7,35;15;28,33;5,55;15;15;15;NA;NA;1;1992;0;"post";"n";"cpl";"cpl";"us";"adul";1;"com";"mood";"oth";0;0;"sr";0;1;18;39,14;NA;NA;NA;NA;NA;NA;"Beach SR, O'Leary KD. Treating depression in the context of marital discord: Outcome and predictors of response of marital therapy versus cognitive therapy. Behavior Therapy. 1992;23(4):507-28.";"Beach_1992_msd_bdi-1_post_0_self-report_cbt_wl_cbt(bmt)_wl"
"54";"Bedard, 2014";"3rd";"wl";NA;NA;0,132425224884408;0,231218888510747;"msd";"scl";"self-report";1,36;0,9;38;1,49;1,04;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,62;0,8;38;1,74;0,94;37;57;48;19;10;1;2014;0;"post";"n";"grp";"grp";"can";"adul";0,45;"com";"cut";"med";1;1;"sr";0;3;10;46,46;NA;NA;NA;NA;NA;NA;"Bedard M, Felteau M, Marshall S, Cullen N, Gibbons C, Dubois S, et al. Mindfulness-based cognitive therapy reduces symptoms of depression in people with a traumatic brain injury: Results from a randomized controlled trial. Journal of Head Trauma Rehabilitation. 2014;29(4):E13-E22.";"Bedard_2014_msd_scl_post_0_self-report_3rd_wl_NA_NA"
"55";"Bedard, 2014";"3rd";"wl";NA;NA;0,413837782259694;0,235107033972019;"msd";"phq-9";"self-report";10,19;5,88;36;12,84;6,74;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,53;5,03;36;14,08;6,52;38;57;48;19;10;1;2014;0;"post";"n";"grp";"grp";"can";"adul";0,45;"com";"cut";"med";1;1;"sr";0;3;10;46,46;NA;NA;NA;NA;NA;NA;"Bedard M, Felteau M, Marshall S, Cullen N, Gibbons C, Dubois S, et al. Mindfulness-based cognitive therapy reduces symptoms of depression in people with a traumatic brain injury: Results from a randomized controlled trial. Journal of Head Trauma Rehabilitation. 2014;29(4):E13-E22.";"Bedard_2014_msd_phq-9_post_0_self-report_3rd_wl_NA_NA"
"56";"Bedard, 2014";"3rd";"wl";NA;NA;0,517728117049531;0,233305458472736;"msd";"bdi-2";"self-report";18,84;10,26;38;25;13,12;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,47;8,12;38;27,13;10,61;38;57;48;19;10;1;2014;0;"post";"n";"grp";"grp";"can";"adul";0,45;"com";"cut";"med";1;1;"sr";0;3;10;46,46;NA;NA;NA;NA;NA;NA;"Bedard M, Felteau M, Marshall S, Cullen N, Gibbons C, Dubois S, et al. Mindfulness-based cognitive therapy reduces symptoms of depression in people with a traumatic brain injury: Results from a randomized controlled trial. Journal of Head Trauma Rehabilitation. 2014;29(4):E13-E22.";"Bedard_2014_msd_bdi-2_post_0_self-report_3rd_wl_NA_NA"
"57";"Beeber, 2010";"ipt";"cau";NA;NA;0,77409980792219;0,246479867388821;"msd";"ces-d";"self-report";11,5;9,5;34;19,1;9,9;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,3;13,4;34;22,8;12,5;37;39;41;5;4;1;2010;22;"post";"n";"ind";"ind";"us";"adul";1;"oth";"cut";"oth";1;0;"sr";0;2;16;26;NA;NA;NA;NA;NA;NA;"Beeber LS, Holditch-Davis D, Perreira K, Schwartz TA, Lewis V, Blanchard H, et al. Short-term in-home intervention reduces depressive symptoms in Early Head Start Latina mothers of infants and toddlers. Research in Nursing and Health. 2010;33(1):60-76.";"Beeber_2010_msd_ces-d_post_0_self-report_ipt_cau_NA_NA"
"58";"Bendig, 2021";"cbt";"wl";NA;NA;0,315451473205873;0,345818735196313;"msd";"phq-9";"self-report";9,04;5,16;18;10,73;5,31;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,61;3,94;18;10,69;4,67;16;18;16;5;3;1;2021;0;"post";"n";"gsh";"gsh";"eu";"adul";0,35;"oth";"cut";"med";1;1;"1";1;4;3;56,4;NA;NA;NA;NA;NA;NA;"Bendig, E., Bauereiß, N., Buntrock, C., Habibović, M., Ebert, D. D., & Baumeister, H. (2021). Lessons learned from an attempted randomized-controlled feasibility trial on “WIDeCAD” - An internet-based depression treatment for people living with coronary artery disease (CAD) [Article]. Internet Interventions, 24. https://doi.org/10.1016/j.invent.2021.100375 
";"Bendig_2021_msd_phq-9_post_0_self-report_cbt_wl_NA_NA"
"59";"Bengtson, 2023";"pst";"cau";NA;NA;0,519365728074837;0,230316985422552;"msd";"epds";"self-report";5,2;3,8;39;7,5;4,9;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,2;3,2;40;11,5;3,7;40;40;40;1;1;1;2023;24;"post";"n";"tsf";"task-shifted";"oth";"adul";1;"oth";"cut";"med+ppd";1;1;"1";0;3;6;29,2;NA;NA;NA;NA;NA;NA;"Bengtson AM, Filipowicz TR, Mphonda S, Udedi M, Kulisewa K, Meltzer-Brody S, et al. An Intervention to Improve Mental Health and HIV Care Engagement Among Perinatal Women in Malawi: A Pilot Randomized Controlled Trial. AIDS and behavior. 2023.";NA
"60";"Berger, 2011";"cbt";"wl";"cbt (guided i-cbt)";"wl";1,12527472527473;0,302103724754194;"msd";"bdi-2";"self-report";17,3;10,2;25;28,5;9,4;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,8;8,2;25;29,8;8,6;26;25;26;0;4;1;2011;0;"post";"n";"gsh";"gsh";"eu";"adul";0,7;"com";"mood";"adul";1;1;"sr";1;4;8;38,8;NA;NA;NA;NA;NA;NA;"Berger T, Hämmerli K, Gubser N, Andersson G, Caspar F. Internet-based treatment of depression: A randomized controlled trial comparing guided with unguided self-help. Cognitive Behaviour Therapy. 2011;40(4):251-66.";"Berger_2011_msd_bdi-2_post_0_self-report_cbt_wl_cbt(guidedi-cbt)_wl"
"61";"Berman, 2022";"3rd";"other ctr";NA;NA;0,944160334948944;0,486642418968599;"msd";"phq-9";"self-report";2,9;6;9;9;6,32;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,9;6;9;12;6,32;10;10;9;3;0;1;2022;12;"post";"n";"grp";"grp";"us";"adul";1;"com";"mdd";"oth";1;0;"sr";1;3;7;51;NA;NA;NA;NA;NA;NA;"Berman, M. I., Park, J., Kragenbrink, M. E., & Hegel, M. T. (2022). Accept Yourself! A Pilot Randomized Controlled Trial of a Self-Acceptance-Based Treatment for Large-Bodied Women With Depression. Behav Ther, 53(5), 913-926. doi:10.1016/j.beth.2022.03.002";"Berman_2022_msd_phq-9_post_12_self-report_3rd_otherctr_NA_NA"
"62";"Berman, 2022";"3rd";"other ctr";NA;NA;1,0215505263382;0,491129604349037;"msd";"hdrs-17";"clinician";6,2;6;9;12,8;6,32;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,1;6;9;17,7;6,32;10;10;9;3;0;1;2022;12;"post";"n";"grp";"grp";"us";"adul";1;"com";"mdd";"oth";1;0;"1";1;3;7;51;NA;NA;NA;NA;NA;NA;"Berman, M. I., Park, J., Kragenbrink, M. E., & Hegel, M. T. (2022). Accept Yourself! A Pilot Randomized Controlled Trial of a Self-Acceptance-Based Treatment for Large-Bodied Women With Depression. Behav Ther, 53(5), 913-926. doi:10.1016/j.beth.2022.03.002";"Berman_2022_msd_hdrs_post_12_clinician_3rd_otherctr_NA_NA"
"63";"Beutel, 2014";"dyn";"cau";NA;NA;0,519091790686381;0,194425538658389;"remission (diag)";"scid";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Remission (no diagnosis of depression (SCID) and a decrease in depressive symptoms by at least two HADS-D points)";34;18;78;78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;79;26;25;1;2014;0;"post";"n";"ind";"ind";"eu";"adul";1;"oth";"mood";"med";1;1;"1";1;4;18;51,8;0,635988766719997;0,243569896786143;34;18;78;78;"Beutel ME, Weissflog G, Leuteritz K, Wiltink J, Haselbacher A, Ruckes C, et al. Efficacy of short-term psychodynamic psychotherapy (STPP) with depressed breast cancer patients: Results of a randomized controlled multicenter trial. Annals of Oncology. 2014;25(2):378-84.";"Beutel_2014_remission(diag)_scid_post_0_clinician_dyn_cau_NA_NA"
"64";"Bilich, 2008";"cbt";"wl";NA;NA;0,739604296988866;0,31234257136416;"msd";"bdi-2";"self-report";12,35;8,63;16;18,21;7,39;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,43;5;16;19,17;5,73;34;21;40;4;6;1;2008;8;"post";"n";"gsh";"book";"au";"adul";0,64;"com";"cut";"adul";1;0;"sr";0;2;8;41,52;NA;NA;NA;NA;NA;NA;"Bilich, L. L., Deane, F. P., Phipps, A. B., Barisic, M., & Gould, G. (2008). Effectiveness of bibliotherapy self-help for depression with varying levels of telephone helpline support. Clin Psychol Psychother, 15(2), 61-74. doi:10.1002/cpp.562";"Bilich_2008_msd_bdi-2_post_8_self-report_cbt_wl_NA_NA"
"65";"Bilich, 2008";"cbt";"wl";NA;NA;0,781223761589204;0,313386669189762;"msd";"dass-d";"self-report";13;8,36;16;20,56;10,01;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,81;6,79;16;19,37;8,32;34;21;40;4;6;1;2008;8;"post";"n";"gsh";"book";"au";"adul";0,64;"com";"cut";"adul";1;0;"sr";0;2;8;41,52;NA;NA;NA;NA;NA;NA;"Bilich, L. L., Deane, F. P., Phipps, A. B., Barisic, M., & Gould, G. (2008). Effectiveness of bibliotherapy self-help for depression with varying levels of telephone helpline support. Clin Psychol Psychother, 15(2), 61-74. doi:10.1002/cpp.562";"Bilich_2008_msd_dass-d_post_8_self-report_cbt_wl_NA_NA"
